Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.137.92-47.254.14.172-48856-443-6,192.168.137.92,0.7464971656454842,47.254.14.172,0.006768835851910707,0.3529411764705882,14/02/2023 11:46:00 AM,0.007782813613425068,0.046153846153846156,0.06626506024096386,0.004031237022556695,0.019818634222441074,0.01865291571173924,0.0,0.03229449113862423,0.0502330504857318,0.07945205479452054,0.0,0.24579038795599306,0.18399176991544425,0.0001244074466796295,1.2840088345966369e-05,0.00042148985865257395,0.0006264067201808065,0.001368331749702707,2.076315818432826e-08,0.007206080725376355,0.0007480083459590639,0.0007963692434173559,0.0013683402869258952,1.7960131829443943e-06,0.007072374411234484,0.0009241567895023332,0.0017311882235779483,0.003268590215335461,2.1971795509202294e-08,0.0,0.0,0.0,0.0,0.052316890881913304,0.04360902255639098,6.952342099480751e-06,1.1779597309111625e-05,0.0,0.07384772090654443,0.1926165255610731,0.16279369998009524,0.026501788753209254,0.3333333333333333,0.5,0.0,0.06153846153846154,0.06927710843373494,0.0,0.0,0.0,0.0,0.19919874495974274,0.03229449113862423,0.24579038795599303,0.0,0.0,0.0,0.02319504848216533,0.06666666666666667,0.008396343261574757,0.0,0.0,0.0,0.0,0.354009308003357,0.0009460593575951781,0.04950495049504951,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
192.168.137.163-47.254.83.84-52696-1340-6,192.168.137.163,0.805170596054823,47.254.83.84,0.020474582486592206,0.3529411764705882,14/02/2023 11:46:03 AM,0.001686342819280824,0.007692307692307693,0.01807228915662651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4816441285464467e-05,0.0004201030602206652,0.0006017410250875289,0.0009702341445170819,2.076315818432826e-08,0.0011079597689038186,0.0006900531806770576,0.0011232839214446169,0.0011282352931822946,1.0007842244846221e-05,0.0007469273351679347,0.00048801005710601483,0.0009764443342152463,0.0009759981424165205,2.1971795509202294e-08,0.0,0.0,0.0,0.0,0.019431988041853514,0.019548872180451128,7.405082321418631e-06,1.4826822710738573e-05,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,0.015060240963855422,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22278171969176777,0.015701533531700618,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
192.168.137.108-52.217.42.212-54588-80-6,192.168.137.108,0.8340794841627577,52.217.42.212,0.001222363133527893,0.3529411764705882,14/02/2023 11:46:08 AM,0.001756276852426772,0.023076923076923078,0.03614457831325302,0.0006178529104923578,0.005203045132276747,0.0077667430608607075,0.0,0.009192222352092253,0.022496740183327563,0.0286986301369863,0.0,0.11830148619957537,0.0783878416149952,0.0001357618893268253,3.083521517622421e-05,0.0001822962050929695,0.00030461815348819046,0.0007698132401003964,1.038157909216413e-08,0.001634461104272126,0.0003393219126273846,0.00043038011861138976,0.0007698217824402719,3.114473727649239e-08,0.0014523227428263348,0.0003795539787032659,0.0007801346862693315,0.001335017281036886,1.0985897754601147e-08,0.0,0.0,0.0,0.0,0.032137518684603884,0.024812030075187973,1.6600838353902216e-05,2.8472858247875208e-05,0.0,0.02667430608607079,0.08470225207120542,0.0712040138347673,0.0050700115861817335,0.6666666666666666,0.5,0.0,0.03076923076923077,0.03614457831325302,0.0,0.0,0.0,0.0,0.09056156668598164,0.009192222352092253,0.11830148619957537,0.0,0.0,0.0,0.005711954304365565,0.024242424242424242,0.047107048068416396,0.0,0.0,0.0,0.0,0.44556343938353554,0.0038300144960708017,0.009900990099009901,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
192.168.137.189-47.254.14.172-33632-443-6,192.168.137.189,0.5138814613351261,47.254.14.172,0.006768835851910707,0.3529411764705882,14/02/2023 11:46:18 AM,0.007562951881284667,0.046153846153846156,0.06626506024096386,0.005732864710470074,0.020167246961622094,0.04004329004329004,0.0,0.04592633664437517,0.08763405161100471,0.07945205479452054,0.0,0.25011387762980125,0.1843245766634971,0.00013799002389623075,1.321366251480863e-05,0.0004095826386832499,0.0006146265020966614,0.0014782452272699023,1.038157909216413e-08,0.006990302855866359,0.0007256100890677197,0.0007806394021687935,0.0014782537635534487,1.038157909216413e-08,0.0068562738718205,0.0008959186379139064,0.0016832295366155173,0.0032338637925331667,2.1971795509202294e-08,0.0,0.0,0.0,0.0,0.052316890881913304,0.04360902255639098,7.1546947738549864e-06,1.2122040293661935e-05,0.0,0.07384772090654443,0.20761062635325245,0.16733231550843797,0.02800010381341542,0.3333333333333333,0.5,0.0,0.06153846153846154,0.06927710843373494,0.0,0.0,0.0,0.0,0.21470523408834552,0.04592633664437517,0.25011387762980125,0.0,0.0,0.0,0.025000651058621315,0.06666666666666667,0.009312887053966382,0.0,0.0,0.0,0.0,0.354009308003357,0.0009460593575951781,0.04950495049504951,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
192.168.137.13-192.168.137.147-80-42066-6,192.168.137.13,0.001222363133527893,192.168.137.147,0.6427490946873042,0.3529411764705882,14/02/2023 11:46:03 AM,0.14801733557251145,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.407889409134136e-08,0.09218730727571489,0.15178254595125937,0.1515825087229343,0.0002969131620358941,0.0,0.0,0.0,0.0,0.0,0.14907092573724803,0.19479300744971306,0.0,0.19479300744971306,0.19479300744971306,0.0,0.0,0.0,0.0,0.005979073243647235,0.012030075187969926,1.982439534163989e-08,1.12613963219266e-07,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.009036144578313254,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.018518518518518517,0.0,0.007705806057831693,0.007644769970244907,0.0,0.7272727272727273,0.00027832545664181323,0.0,0.00027832545664181323,0.00027832545664181323,0.15158251597598837,0.0,0.15158251597598837,0.15158251597598837,xss
192.168.137.231-52.23.91.236-32926-443-6,192.168.137.231,0.5030941066817425,52.23.91.236,0.006768835851910707,0.3529411764705882,14/02/2023 11:46:21 AM,0.007218324033520997,0.057692307692307696,0.09036144578313253,0.007550972865115619,0.009107507811104188,0.030048382989559457,0.0,0.04914919297581293,0.07458658242173154,0.09301369863013698,0.0,0.08283085633404104,0.12228275410739185,8.988442985811664e-05,1.7886183389849948e-05,0.00029970165729142586,0.0009898410208643701,0.003859931879119693,1.038157909216413e-08,0.007092632739290219,0.0005889857397937485,0.0013654208501696155,0.0038599403950423886,1.038157909216413e-08,0.006951973857820709,0.000648874203805692,0.002175110493577413,0.005895384283847123,1.0985897754601147e-08,0.0,0.0,0.0,0.0,0.09715994020926756,0.09172932330827069,9.228607643562966e-06,1.731925624185995e-05,0.0,0.08645276292335115,0.10083735527492911,0.10779942591015088,0.011620716226558109,0.6666666666666666,0.5,0.0,0.13076923076923078,0.09036144578313253,0.0,0.0,0.0,0.0,0.10334132302021039,0.04914919297581293,0.08283085633404105,0.0,0.0,0.0,0.015542939486271343,0.10303030303030303,0.005312887053966382,0.0,0.0,0.0,0.0,0.44556343938353554,0.00012207217517357137,0.0594059405940594,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
192.168.137.231-52.23.91.236-32926-443-6,192.168.137.231,0.5030941066817425,52.23.91.236,0.006768835851910707,0.3529411764705882,14/02/2023 11:46:22 AM,1.6668819722547493e-08,0.0038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333332641228053,2.076315839988263e-08,0.0,1.7097842042030835e-08,3.114473727649239e-08,2.5003229375434082e-08,3.114473727649239e-08,0.0,2.564676284379411e-08,3.114473727649239e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007473841554559044,0.0,0.3333333277806029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
192.168.137.231-13.225.195.99-48870-443-6,192.168.137.231,0.7467110791938516,13.225.195.99,0.006768835851910707,0.3529411764705882,14/02/2023 11:46:26 AM,0.007619109134929929,0.04230769230769231,0.07228915662650603,0.003646345045528669,0.02683446559845913,0.03291316526610644,0.0,0.03164535563835037,0.07236149981794358,0.09780821917808219,0.0,0.3050672328379334,0.2346632522469832,0.00016355902925742395,1.3116193746097322e-05,0.00041262399001582386,0.001949201116931383,0.006631244155423282,1.038157909216413e-08,0.00760263194327074,0.0008609141531558122,0.002792539918625412,0.006631252647654249,1.038157909216413e-08,0.007475368624441374,0.0008880150834538529,0.003698699555163707,0.008743555178011753,1.0985897754601147e-08,0.0,0.0,0.0,0.0,0.07324364723467863,0.0736842105263158,6.554958553479924e-06,1.3126575189022684e-05,0.0,0.0909090909090909,0.24790727223223444,0.21634761677969827,0.046806291286255186,0.3333333333333333,0.5,0.0,0.06153846153846154,0.06927710843373494,0.0,0.0,0.0,0.25,0.25637892362146536,0.03164535563835038,0.30506723283793347,0.0,0.0,0.0,0.029853207982846772,0.06060606060606061,0.08715187260395164,0.0,0.0,0.0,0.0,0.44556343938353554,0.001998931868467231,0.039603960396039604,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
192.168.137.147-192.168.137.13-42070-80-6,192.168.137.147,0.6428102128439807,192.168.137.13,0.001222363133527893,0.3529411764705882,14/02/2023 11:46:21 AM,0.07342392559038877,0.026923076923076925,0.042168674698795185,0.005930375067102877,0.01608412025396438,0.0397886427298192,0.0,0.07720148219272563,0.13263131022693095,0.12643835616438356,0.0,0.31346072186836516,0.2814179281009993,1.1997598585146047e-05,8.409494686911578e-07,0.006532771850664787,0.01935786574632303,0.042660705994176845,9.75868434663428e-07,0.03183366991708371,0.005664704182391174,0.016985420560759818,0.03182051998691981,9.75868434663428e-07,0.07392248440694711,0.016099252737769944,0.035513439887142714,0.05500574188932042,1.2468993951472302e-05,0.0,0.0,0.0,0.0,0.04932735426008969,0.04360902255639098,4.4571412891233355e-07,7.945756364494092e-07,0.0,0.11751973516679398,0.27381805157593136,0.24088395761997797,0.058025081038663356,0.3333333333333333,0.5,0.0,0.03076923076923077,0.042168674698795185,0.0,0.0,0.0,0.0,0.28997134670487107,0.07720148219272562,0.3134607218683652,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0029626553494920436,0.027777777777777776,0.012059375265535025,0.9802395666437781,0.007644769970244907,0.019801980198019802,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
192.168.137.228-54.192.51.53-41122-443-6,192.168.137.228,0.6283252097116752,54.192.51.53,0.006768835851910707,0.3529411764705882,14/02/2023 11:46:33 AM,0.0011371802191116353,0.026923076923076925,0.04819277108433735,0.006051919901953833,0.0042312871218096485,0.03794244970715559,0.0,0.07878374997464313,0.12336366821292293,0.05541095890410958,0.0,0.07215498938428874,0.10140402311991384,0.0003450984390907628,5.8621302125242386e-05,9.442392334986623e-05,0.00014551851607608331,0.00032549161895414105,1.038157909216413e-08,0.0011218448956169763,0.00019962886744595145,0.00021100499458981883,0.0003506681883631969,4.152631636865652e-08,0.0009378480926201666,0.00017507126661732387,0.0002489879570487766,0.0004385350665681686,1.0985897754601147e-08,0.0,0.0,0.0,0.0,0.04932735426008969,0.049624060150375945,2.9307512696353212e-05,5.8631683095752856e-05,0.0,0.051502419149477965,0.11480918522292301,0.10726835937053075,0.01150650092204533,0.6666666666666666,0.5,0.0,0.046153846153846156,0.045180722891566265,0.0,0.0,0.0,0.25,0.12110717110295739,0.07878374997464313,0.07215498938428874,0.0,0.0,0.0,0.009401286491835725,0.03636363636363636,0.030257741079327632,0.0,0.0,0.0,0.0,1.0,0.0020294499122606243,0.039603960396039604,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,xss
